landkreis_id,landkreis,benzin_euro1,benzin_euro2,benzin_euro3,benzin_euro4,benzin_euro5,benzin_euro6,benzin_euro6d,benzin_euro6dt,benzin_sonstigeemissionsgruppen,diesel_euro1,diesel_euro2,diesel_euro3,diesel_euro4,diesel_euro5,diesel_euro6,diesel_euro6d,diesel_euro6dt,diesel_sonstigeemissionsgruppen,elektro_euro1,elektro_euro2,elektro_euro3,elektro_euro4,elektro_euro5,elektro_euro6,elektro_euro6dt,elektro_sonstigeemissionsgruppen,gas_euro1,gas_euro2,gas_euro3,gas_euro4,gas_euro5,gas_euro6,gas_euro6d,gas_euro6dt,gas_sonstigeemissionsgruppen,hybrid_euro1,hybrid_euro2,hybrid_euro3,hybrid_euro4,hybrid_euro5,hybrid_euro6,hybrid_euro6d,hybrid_euro6dt,hybrid_sonstigeemissionsgruppen,pih_euro2,pih_euro3,pih_euro4,pih_euro5,pih_euro6,pih_euro6d,pih_euro6dt,pih_sonstigeemissionsgruppen,sonstigeantriebe_euro1,sonstigeantriebe_euro2,sonstigeantriebe_euro3,sonstigeantriebe_euro4,sonstigeantriebe_euro5,sonstigeantriebe_euro6,sonstigeantriebe_euro6dt,sonstigeantriebe_sonstigeemissionsgruppen,anzahl_kfz,benzin,diesel,elektro,gas,hybrid,pih,sonstigeantriebe,euro1,euro2,euro3,euro4,euro5,euro6,euro6d,euro6dt,sonstigeemissionsgruppen,vee,anzahl_personen,unfaelle_je_10k_kfz,anzahl_kfz_je_person
5358,"Düren, Landkreis",1704,7610,7364,33832,23781,25063,120,7678,2343,193,1553,4510,8658,16825,13497,117,2530,477,0,0,0,0,0,0,0,374,25,307,354,1174,389,291,0,34,16,0,0,0,33,176,519,15,431,0,0,0,0,15,120,5,119,0,1,2,4,4,31,0,0,5,162299,109495,48360,374,2590,1174,259,47,1923,9472,12232,43701,41217,39490,257,10792,3215,22081,257,75.4,0.6315136186770428
5362,Rhein-Erft-Kreis,2967,12925,12878,59489,42613,46818,125,15073,3620,314,2040,7123,12979,25841,23163,130,4913,679,0,0,0,0,0,0,0,569,20,304,407,1586,530,384,0,87,28,0,0,1,91,421,1091,27,891,0,0,0,0,11,230,1,226,0,0,0,0,37,47,2,1,7,280689,196508,77182,569,3346,2522,468,94,3301,15269,20409,74182,69463,71688,283,21191,4903,23461,466,52.5,0.6023369098712447
5366,"Euskirchen, Landkreis",1166,5736,5419,25406,17458,17980,438,8183,1832,183,1228,4000,7628,15156,10685,221,3605,422,0,0,0,0,0,0,0,337,12,246,254,905,312,162,0,26,15,0,0,1,33,151,423,9,591,0,0,0,0,5,78,0,69,0,0,1,0,4,19,0,0,0,130399,83618,43128,337,1932,1208,152,24,1361,7211,9674,33976,33101,29328,668,12474,2606,22607,188,52.9,0.6936117021276595
5370,"Heinsberg, Landkreis",1495,7530,7329,31909,21559,23095,103,6430,1943,215,1587,4926,9543,18818,14753,133,2495,501,0,0,0,0,0,0,0,309,45,544,700,2331,777,461,0,99,50,0,0,0,43,216,540,16,494,1,0,0,0,10,102,0,103,0,0,0,0,6,20,0,0,0,161231,101393,52971,309,5007,1310,215,26,1755,9661,12955,43832,41400,38951,252,9621,2804,21599,252,56.8,0.6398055555555555
5374,Oberbergischer Kreis,1684,7849,7138,37609,26290,27030,86,7658,2684,242,1606,5140,9909,19725,15292,82,3100,497,0,0,0,0,0,0,0,384,14,206,222,956,330,260,0,35,19,0,0,0,37,178,583,23,444,1,0,0,0,17,158,3,140,0,1,0,1,12,22,1,0,2,177670,118028,55593,384,2042,1266,318,39,1941,9661,12501,48523,46562,43324,194,11377,3587,23617,267,55.2,0.665430711610487
5378,Rheinisch-Bergischer Kreis,2154,8680,7734,37074,27580,30895,86,9745,3458,225,1457,4180,7612,16848,14260,79,2795,575,0,0,0,0,0,0,0,578,17,260,258,932,358,258,0,41,18,0,1,0,76,327,1001,30,661,1,0,0,0,13,193,6,214,0,0,0,0,6,15,0,0,3,180704,127406,48031,578,2142,2097,426,24,2396,10398,12172,45700,45141,46607,201,13456,4633,26935,283,54.3,0.6385300353356891
5382,Rhein-Sieg-Kreis,3980,18056,16610,77821,54910,57554,185,16631,4941,424,3211,9883,18530,37462,29641,157,5952,909,0,0,0,0,0,0,0,936,41,496,593,2340,840,532,0,110,37,0,0,0,157,714,1568,21,1153,1,0,0,0,19,344,3,293,2,0,0,0,20,51,0,0,3,367131,250688,106169,936,4989,3614,661,74,4445,21763,27086,98868,93996,89639,366,24139,6829,24674,589,51.4,0.6233123938879457
5512,"Bottrop, kreisfreie Stadt",789,3608,3501,15614,11277,11704,16,3373,2269,64,414,1321,2424,4786,4434,26,998,209,0,0,0,0,0,0,0,115,11,90,169,628,258,115,0,45,9,0,0,0,7,91,218,17,159,0,0,0,0,0,63,0,36,0,0,0,0,0,8,0,0,1,68867,52151,14676,115,1325,492,99,9,864,4112,4991,18673,16420,16534,59,4611,2603,21262,117,57.3,0.5886068376068376
5513,"Gelsenkirchen, kreisfreie Stadt",1670,7208,7068,28930,18688,19336,70,6042,2840,109,772,2699,5260,8355,7923,53,1735,305,0,0,0,0,0,0,0,214,14,250,371,1272,283,165,0,63,8,0,0,1,26,166,430,43,436,0,0,0,0,2,107,1,101,0,0,0,0,3,4,0,0,5,123028,91852,27211,214,2426,1102,211,12,1793,8230,10139,35491,27498,27961,167,8377,3372,17001,258,78.4,0.4768527131782946
5515,"Münster, kreisfreie Stadt",1600,7098,6096,28516,20060,20574,109,6316,2279,216,1519,3824,7181,15719,16624,247,4471,539,0,0,0,0,0,0,0,748,17,218,229,871,264,186,0,31,18,0,0,1,41,217,437,19,618,1,0,0,0,11,197,11,179,0,0,0,0,7,18,0,0,5,147332,92648,50340,748,1834,1334,398,30,1833,8835,10150,36616,36289,38018,386,11615,3590,23620,309,94.8,0.47680258899676375
5554,"Borken, Landkreis",1580,8741,8468,43273,29741,27568,307,6855,3105,248,2051,7292,15830,32812,24974,202,4444,680,0,0,0,0,0,0,0,502,38,546,620,2752,738,334,0,77,54,0,0,0,44,169,395,24,492,0,0,0,0,8,180,5,144,0,0,0,1,9,13,2,0,2,225320,129638,88533,502,5159,1124,337,27,1866,11338,16381,61908,63481,53453,538,12012,4343,23958,363,63.9,0.6207162534435262
5558,"Coesfeld, Landkreis",1158,6034,5898,28688,19891,18005,128,4888,1885,195,1473,4357,8548,18822,13638,82,2296,437,0,0,0,0,0,0,0,357,19,206,283,1080,332,153,0,39,11,0,0,1,32,247,576,14,345,0,0,0,1,14,84,0,79,1,0,0,0,4,9,0,0,1,140311,86575,49848,357,2123,1215,179,14,1372,7713,10539,38353,39315,32456,224,7647,2692,24894,217,58.5,0.646594470046083
5562,"Recklinghausen, Landkreis",3476,18835,17851,82097,58223,57948,223,17019,4706,262,2365,7645,14468,29517,24662,155,4627,733,0,0,0,0,0,0,0,578,25,583,816,2937,901,491,0,76,21,0,0,0,92,533,1402,75,967,1,0,0,1,16,253,6,244,0,0,0,1,12,42,0,0,12,354897,260378,84434,578,5850,3070,520,67,3763,21783,26313,99607,89232,84756,459,22933,6051,21222,605,58.3,0.586606611570248
5566,"Steinfurt, Landkreis",2052,12073,11080,58493,37902,34446,126,8523,3681,331,2653,8672,17757,36628,27047,135,4644,868,0,0,0,0,0,0,0,618,32,453,518,1992,457,237,0,54,50,0,0,0,61,270,810,38,664,0,0,0,0,24,183,7,149,0,0,0,1,6,9,1,0,10,273755,168376,98735,618,3793,1843,363,27,2415,15179,20271,78309,75290,62724,306,14034,5227,23568,445,65.9,0.6151797752808988
5570,"Warendorf, Landkreis",1800,8752,7434,37651,24673,22552,141,6680,2637,245,1814,5331,10379,20656,14973,114,2413,550,0,0,0,0,0,0,0,364,7,213,273,1118,309,123,0,26,23,0,0,0,43,209,394,4,413,0,0,0,0,7,143,3,96,0,0,0,0,9,7,0,0,1,172580,112320,56475,364,2092,1063,249,17,2052,10779,13038,49200,45861,38185,262,9628,3575,24320,276,65.6,0.6252898550724638
5711,"Bielefeld, kreisfreie Stadt",1601,8543,7125,35562,24635,25696,107,7237,2332,268,1822,4830,9351,16428,16803,138,4380,488,0,0,0,0,0,0,0,1051,15,210,255,938,299,171,0,30,18,0,0,0,69,300,597,15,668,1,0,0,0,8,151,6,190,0,0,0,0,8,15,0,0,2,172363,112838,54508,1051,1936,1650,355,25,1884,10575,12210,45928,41685,43418,266,12505,3892,22271,333,86.3,0.5176066066066066
5754,"Gütersloh, Landkreis",2291,11881,9628,49413,33031,31020,82,8022,3498,296,2607,6963,13102,25727,21550,100,4481,684,0,0,0,0,0,0,0,646,16,288,299,1267,313,132,0,22,18,0,0,0,59,193,462,10,654,2,0,0,0,16,194,10,167,0,0,0,0,22,14,0,0,2,229182,148866,75510,646,2355,1380,387,38,2603,14776,16890,63863,59294,53358,202,13346,4850,25949,357,67.8,0.6419663865546219
5758,"Herford, Landkreis",1614,8391,7373,35318,24747,25243,105,6763,1893,204,1614,4404,7979,16115,13866,83,2685,382,0,0,0,0,0,0,0,419,13,187,237,941,260,122,0,34,6,0,1,2,37,215,383,12,425,1,0,0,0,4,134,1,127,0,0,1,0,6,21,0,0,3,162371,111447,47332,419,1800,1076,266,31,1831,10194,12016,44281,41362,39748,201,10034,2704,23636,243,59.2,0.66819341563786
5762,"Höxter, Landkreis",736,4277,3423,18756,12928,12377,42,3594,1269,122,1000,2800,5339,11384,8007,34,1154,250,1,0,0,0,0,0,0,177,6,124,144,601,167,85,0,13,4,0,0,0,20,80,158,1,150,0,0,0,0,4,52,1,25,0,0,0,0,9,6,0,0,2,89322,57402,30090,178,1144,409,82,17,865,5401,6367,24725,24569,20679,78,4936,1702,23146,139,52.0,0.6426043165467626
5766,"Lippe, Landkreis",2189,12169,9491,45714,32023,31500,64,7616,2972,353,2992,7083,12448,23063,17941,49,3123,676,0,0,0,0,0,0,0,523,18,342,394,1427,421,179,0,44,15,0,0,0,54,246,483,8,417,0,0,0,0,11,177,6,172,0,0,0,0,15,28,1,0,3,216450,143738,67728,523,2840,1208,366,47,2560,15503,16968,59658,55792,50281,127,11372,4189,23185,343,49.7,0.6310495626822158
5770,"Minden-Lübbecke, Landkreis",2208,11500,9397,45040,28950,27707,87,7507,3301,324,2431,6315,11548,20740,16605,108,3297,640,0,0,0,0,0,0,0,490,15,260,310,1227,320,135,0,25,21,0,0,0,64,225,599,18,543,0,0,0,0,19,166,2,130,0,0,1,0,7,17,1,0,3,202303,135697,62008,490,2313,1449,317,29,2547,14192,16022,57886,50271,45213,215,11502,4455,23511,304,55.0,0.6654703947368421
5774,"Paderborn, Landkreis",1372,8059,7171,37853,25984,25129,64,6791,2358,195,1921,5368,10930,22700,17761,91,3302,435,0,0,0,0,0,0,0,634,11,288,334,1326,357,202,0,40,24,0,0,1,57,215,579,16,562,1,0,0,0,14,163,7,187,0,0,0,0,6,11,0,0,1,182520,114781,62703,634,2582,1431,371,18,1578,10268,12874,50172,49281,43834,178,10882,3453,22648,305,65.2,0.5984262295081967
5911,"Bochum, kreisfreie Stadt",2042,10127,9107,42880,29867,33084,469,23108,2472,104,1154,3586,6972,13431,14080,165,4857,407,0,0,0,0,0,0,0,577,19,280,389,1189,467,277,0,54,20,0,0,1,54,249,654,22,673,0,0,0,0,10,223,3,231,0,0,0,0,6,18,0,0,3,203331,153156,44756,577,2695,1653,467,27,2165,11561,13083,51101,44042,48318,659,28923,3479,20794,358,57.5,0.567963687150838
5913,"Dortmund, kreisfreie Stadt",3140,15162,14222,64121,43786,47127,159,15058,4294,217,1752,6278,12898,23740,24472,194,6000,732,0,0,0,0,0,0,0,746,21,379,551,1791,553,299,0,82,23,0,1,0,101,418,976,33,1051,0,0,0,0,18,359,5,370,0,0,0,0,8,29,1,0,3,291170,207069,76283,746,3699,2580,752,41,3378,17294,21051,78919,68544,73234,391,22561,5798,20074,582,68.4,0.5002920962199313
5914,"Hagen, kreisfreie Stadt",1197,5350,4907,22629,15071,15936,65,4529,1485,97,655,2279,4642,8355,7353,76,1522,221,0,0,0,0,0,0,0,222,12,91,149,493,184,106,0,24,6,0,0,1,36,134,337,17,321,0,0,0,0,3,103,0,75,0,0,0,1,2,12,1,0,1,98700,71169,25200,222,1065,846,181,17,1306,6096,7337,27802,23759,23836,158,6471,1935,19977,187,64.2,0.5278074866310161
5915,"Hamm, kreisfreie Stadt",898,5417,5030,22186,14198,14146,56,4139,1578,82,815,2803,5216,9479,7525,23,1383,240,0,0,0,0,0,0,0,182,3,111,191,594,162,72,0,12,8,0,0,0,42,113,235,29,296,0,0,0,0,3,68,1,61,0,0,0,0,4,9,0,0,0,97410,67648,27566,182,1153,715,133,13,983,6343,8024,28042,23964,22046,109,5891,2008,19245,176,76.3,0.5534659090909091
5916,"Herne, kreisfreie Stadt",991,4598,4448,19096,12083,12569,31,3633,1514,63,459,1638,3133,5237,4744,29,918,201,0,0,0,0,0,0,0,109,10,155,238,702,206,113,0,17,11,0,0,0,24,80,268,4,223,0,0,0,0,6,67,0,35,0,0,0,0,5,11,0,0,0,77669,58963,16422,109,1452,599,108,16,1064,5212,6324,22960,17623,17761,64,4826,1835,18425,154,61.9,0.5043441558441558
5954,Ennepe-Ruhr-Kreis,2090,10595,9184,43462,31890,34515,66,9758,2799,163,1487,4303,7804,16859,15059,80,3079,446,0,0,0,0,0,0,0,493,13,248,339,1103,473,342,0,61,20,0,0,0,52,266,662,31,600,0,0,0,0,12,236,4,193,0,0,0,1,3,23,0,0,3,198817,144359,49280,493,2599,1611,445,30,2266,12330,13827,52424,49523,50814,181,13691,3761,24636,317,45.0,0.6271829652996845
5958,Hochsauerlandkreis,1294,6739,5816,31024,24823,27298,116,7520,1876,184,1527,4295,8727,20932,17891,99,3252,335,0,0,0,0,0,0,0,300,8,162,166,809,201,80,0,22,11,0,0,0,29,164,351,18,421,0,0,0,0,5,108,1,92,0,0,0,0,8,13,0,0,4,166721,106506,57242,300,1459,983,206,25,1486,8428,10277,40597,46138,45728,234,11307,2526,25126,259,57.4,0.6437104247104247
5962,Märkischer Kreis,2270,11591,11070,53091,39455,42820,168,11927,3349,273,1883,6183,12208,25196,21379,114,3944,593,0,0,0,0,0,0,0,392,18,287,320,1254,447,229,0,42,18,0,0,2,61,326,994,20,726,1,0,0,0,16,229,3,181,0,0,0,0,5,34,1,0,1,253121,175741,71773,392,2615,2130,429,41,2561,13761,17575,66619,65474,65652,305,16820,4354,24351,406,49.1,0.6234507389162561
5966,"Olpe, Landkreis",755,3084,2766,17738,14386,14777,60,3648,1139,87,687,2162,4718,10900,9161,48,1599,185,0,0,0,0,0,0,0,182,3,50,71,292,86,48,0,15,5,0,0,0,12,70,217,13,250,0,0,0,0,9,93,5,50,0,0,0,0,5,11,0,0,3,89390,58353,29547,182,570,562,157,19,845,3821,4999,22765,25462,24296,126,5562,1514,26679,134,60.5,0.667089552238806
5970,"Siegen-Wittgenstein, Landkreis",1459,6685,6019,34011,28348,31618,154,9273,2502,173,1166,3600,8222,18792,16599,154,3550,418,0,0,0,0,0,0,0,311,5,106,123,560,174,112,0,42,10,0,0,0,43,232,625,21,549,1,0,0,0,16,170,3,154,0,0,0,0,3,14,0,0,6,176023,120069,52674,311,1132,1471,343,23,1637,7957,9742,42839,47576,49124,332,13568,3248,24230,274,45.2,0.6424197080291971
5974,"Soest, Landkreis",1889,9830,8092,39857,27547,27512,158,7382,2353,238,1939,5459,10749,22142,17031,93,3043,525,0,0,0,0,0,0,0,556,22,263,325,1101,345,164,0,60,8,0,0,0,42,192,448,16,384,1,0,0,0,14,196,2,165,1,0,0,0,8,19,0,0,1,190172,124620,61219,556,2288,1083,378,28,2149,12032,13876,51757,50259,45351,269,11034,3445,23616,295,51.0,0.6446508474576271
5978,"Unna, Landkreis",2432,11997,11018,52017,37314,39425,159,12497,2811,243,1785,5447,10380,21693,19701,87,4139,608,0,0,0,0,0,0,0,579,19,272,356,1503,481,288,0,53,16,0,0,0,79,328,757,31,688,1,0,0,0,15,204,3,140,1,0,2,0,19,26,0,0,6,239620,169670,64083,579,2988,1884,363,53,2694,14056,16821,63998,59857,60375,280,17517,4022,21956,387,61.3,0.6191731266149871
6411,"Darmstadt, kreisfreie Stadt",933,3881,3334,14276,9842,10757,144,3819,1312,71,585,1654,3362,6276,8056,91,2208,239,0,0,0,0,0,0,0,398,5,64,83,331,121,99,0,21,5,0,0,1,49,168,351,13,393,1,0,0,1,12,118,2,160,0,0,0,0,2,8,0,0,1,73247,48298,22542,398,729,976,293,11,1009,4530,5072,18021,16427,19381,250,6601,1956,23450,158,122.9,0.4635886075949367
6412,"Frankfurt am Main, kreisfreie Stadt",3676,14080,12281,55474,38809,49738,163,20549,7017,166,1914,6512,14038,27326,56546,803,19734,745,0,0,0,0,0,0,1,1290,17,186,297,1022,462,313,0,72,11,0,2,1,179,641,1678,32,2851,9,0,0,0,31,584,9,964,3,0,0,1,14,36,2,0,16,340295,201787,127784,1291,2380,5393,1591,69,3859,16182,19092,70727,67305,108861,1007,44171,9091,24207,753,97.2,0.4519189907038513
6413,"Offenbach am Main, kreisfreie Stadt",742,3237,2892,11616,7183,7680,27,2678,809,45,416,1487,2950,5205,6566,27,1504,99,0,0,0,0,0,0,0,171,4,34,60,242,98,56,0,15,3,0,1,0,35,128,304,9,352,0,0,0,0,3,62,2,62,0,0,0,0,1,5,1,0,16,56827,36864,18299,171,512,829,129,23,791,3688,4439,14844,12622,14669,65,4611,1098,19790,129,90.0,0.44051937984496126
6414,"Wiesbaden, kreisfreie Stadt",1533,6769,6273,28271,20582,23038,3516,20174,2940,99,817,3054,6914,13707,16229,319,5453,293,0,0,0,0,0,0,0,570,7,85,120,482,235,199,0,57,12,1,0,1,66,252,511,13,789,3,0,0,0,26,220,9,331,0,0,3,0,3,16,0,0,10,164002,113096,46885,570,1197,1636,586,32,1640,7674,9448,35736,34818,40197,3857,26804,3828,25132,273,80.4,0.6007399267399267
6431,"Bergstraße, Landkreis",2099,9612,7874,36116,25092,25695,144,9846,2602,230,1747,4785,8826,18089,14802,135,2868,557,0,0,0,0,0,0,0,537,11,119,154,646,256,157,0,22,10,0,0,0,61,258,691,23,616,0,0,0,0,13,186,3,175,0,0,1,0,9,17,0,0,2,175086,119080,52039,537,1375,1649,377,29,2340,11479,12813,45658,43725,41531,305,13527,3708,25251,266,67.6,0.6582180451127819
6432,"Darmstadt-Dieburg, Landkreis",2125,9718,8500,38295,28476,29570,132,9498,3214,221,1584,4620,8651,18072,15627,114,4139,552,0,0,0,0,0,0,0,568,14,155,197,805,340,212,0,253,20,0,0,0,107,456,1049,23,680,1,0,0,0,23,278,6,179,0,0,0,0,9,14,1,0,1,188499,129528,53580,568,1996,2316,486,25,2360,11457,13317,47867,47381,46737,275,14749,4356,25447,298,71.5,0.6325469798657718
6433,"Groß-Gerau, Landkreis",1660,7831,7396,33403,21632,23507,614,10251,2059,128,1172,3908,8062,14540,14094,381,4317,319,0,0,0,0,0,0,0,620,3,103,208,736,245,176,0,15,12,0,0,0,66,221,565,12,472,2,0,0,0,33,124,92,136,0,0,0,0,4,11,1,0,6,159137,108353,46921,620,1498,1338,385,22,1791,9106,11512,42271,36682,38467,1099,15191,3018,22437,271,92.7,0.5872214022140222
6434,Hochtaunuskreis,1820,6364,5376,26790,22147,25275,755,19450,3058,109,951,3117,6021,15032,17584,424,9095,280,0,0,0,1,0,0,0,752,7,79,141,411,190,138,0,74,9,0,0,0,87,286,591,16,1624,2,0,0,0,16,269,1,338,0,1,0,0,14,32,0,0,4,168731,111035,52613,753,1049,2606,624,51,1937,7394,8634,33324,37703,43857,1196,30581,4105,32434,235,55.0,0.7180042553191489
6435,Main-Kinzig-Kreis,2772,12890,11017,52789,38501,38928,176,10911,4015,271,2169,6738,13652,28326,24026,142,4102,602,0,0,0,0,0,0,0,549,15,201,290,927,329,205,0,38,17,0,1,1,89,541,1448,38,993,1,0,0,0,14,214,2,176,0,0,0,0,13,35,3,0,2,258169,171999,80028,549,2022,3112,406,53,3058,15261,18046,67470,67746,64824,358,16220,5186,24982,416,56.9,0.6205985576923077
6436,Main-Taunus-Kreis,1659,6551,5576,28630,23615,27018,979,28495,3715,85,838,2806,6195,14307,20191,319,15830,294,0,0,0,0,0,0,0,503,4,55,105,426,168,138,0,21,10,0,0,1,78,308,715,13,2223,1,0,0,0,12,219,2,327,0,0,0,1,4,19,1,0,3,192460,126238,60865,503,927,3339,560,28,1748,7444,8489,35333,38429,48282,1313,46896,4526,28897,238,40.8,0.8086554621848739
6437,Odenwaldkreis,685,3459,3093,12859,9094,9034,24,2531,789,85,739,1917,3485,6897,5109,14,819,182,0,0,0,0,0,0,0,150,9,54,88,314,95,48,0,7,4,0,0,1,21,114,315,5,215,1,0,0,0,5,61,1,54,0,0,0,0,1,3,0,0,0,62381,41568,19247,150,619,672,121,4,779,4252,5099,16680,16208,14567,44,3626,1126,22726,96,64.7,0.6498020833333333
6438,"Offenbach, Landkreis",2710,10856,9497,43078,31608,33962,216,9595,5192,168,1387,4540,9422,19738,21886,140,5031,502,0,0,0,0,0,0,0,483,7,117,219,798,327,214,0,39,15,0,0,0,122,464,1012,20,928,1,0,0,0,16,267,3,244,0,0,0,0,14,22,0,0,1,214861,146714,62814,483,1736,2547,530,37,2885,12360,14256,53434,52175,57341,379,15837,6194,25126,353,56.3,0.608671388101983
6439,Rheingau-Taunus-Kreis,1322,5517,4949,23999,19247,20162,62,5391,2227,121,966,2854,5719,12809,10762,51,2153,308,0,0,0,1,0,0,0,424,5,78,102,436,172,165,0,33,8,0,1,0,50,176,456,13,402,0,0,0,0,20,188,2,158,0,0,0,0,4,23,1,0,2,121539,82876,35743,425,999,1098,368,30,1448,6562,7905,30209,32447,31734,128,8137,2969,26461,183,48.4,0.6641475409836065
6440,Wetteraukreis,2176,9279,7904,39082,28085,29412,124,8775,2822,218,1568,4980,9443,20759,17964,158,3420,492,0,0,0,0,0,0,0,459,12,140,201,626,236,141,0,24,8,0,0,1,93,376,796,38,670,1,0,0,0,15,197,3,330,0,0,0,0,7,23,2,0,2,191062,127659,59002,459,1388,1975,545,34,2406,10987,13086,49251,49494,48512,323,13219,3784,25156,306,54.4,0.6243856209150327
6531,"Gießen, Landkreis",1617,7575,6398,31799,21972,22042,147,6789,2165,179,1409,4031,8646,17544,14842,132,2891,414,0,0,0,0,0,0,0,448,7,137,159,701,317,221,0,36,6,0,0,0,75,311,602,69,517,0,0,0,0,15,163,10,124,1,0,0,0,7,26,0,0,2,154546,100504,50088,448,1584,1574,313,35,1803,9121,10588,41228,40185,37870,358,10357,3036,21609,266,67.8,0.581
6532,Lahn-Dill-Kreis,1602,7621,6550,33278,23910,24736,92,6910,2847,201,1500,4518,8977,18907,15267,78,2719,430,0,0,0,0,0,0,0,316,7,156,187,628,155,95,0,11,10,0,1,0,40,161,384,28,411,0,0,0,0,7,143,1,93,0,0,0,0,12,29,0,0,0,163018,107546,52597,316,1249,1025,244,41,1810,9278,11255,42935,43169,40625,199,10144,3603,23294,246,54.3,0.6626747967479675
6533,"Limburg-Weilburg, Landkreis",1053,5211,4585,22542,16196,16589,64,4747,1610,102,887,2745,5831,13072,11070,56,2155,231,0,0,0,0,0,0,0,286,9,105,136,525,194,102,0,30,18,0,0,0,45,179,378,16,401,1,0,0,0,10,97,3,100,0,0,0,0,6,14,0,0,6,111407,72597,36149,286,1119,1020,210,26,1164,6203,7466,28949,29665,28236,139,7433,2152,23502,171,63.9,0.6515029239766081
6534,"Marburg-Biedenkopf, Landkreis",1272,6552,5555,29492,22444,22424,135,5935,2009,167,1207,3551,7604,16273,12478,68,1941,373,0,0,0,0,0,0,0,372,7,144,174,598,193,92,0,21,8,0,0,0,40,192,408,26,305,0,0,0,0,11,104,0,46,0,0,0,0,4,16,0,0,1,142242,95818,43662,372,1237,971,161,21,1446,7903,9280,37738,39129,35506,229,8248,2763,22065,244,54.2,0.5829590163934426
6535,Vogelsbergkreis,673,3606,3075,15266,10245,9859,31,2325,1059,94,902,2256,4225,9071,6407,29,999,199,0,0,0,0,0,0,0,114,5,47,75,278,110,47,0,9,8,0,0,0,18,92,249,7,198,0,0,0,0,6,35,2,24,0,0,0,0,4,13,0,0,0,71662,46139,24182,114,579,564,67,17,772,4555,5406,19791,19537,16597,69,3555,1380,22658,102,52.0,0.7025686274509804
6611,"Kassel, kreisfreie Stadt",875,4378,3663,17824,12635,13490,52,4860,1327,127,877,2554,4656,8765,9096,116,2319,283,0,0,0,0,0,0,0,288,10,128,99,447,162,96,0,57,4,0,0,0,38,120,300,19,396,0,0,0,0,6,94,4,124,0,0,0,0,1,9,0,0,2,90301,59104,28793,288,1003,873,228,12,1012,5383,6316,22966,21697,23076,191,7756,1904,20365,198,109.8,0.45606565656565656
6631,"Fulda, Landkreis",1307,6675,5477,29154,21034,19775,98,5076,1807,177,1537,4322,8258,17526,14032,110,2544,373,0,0,0,0,0,0,0,292,7,106,125,534,180,74,0,18,6,0,0,0,30,176,383,17,362,0,0,0,0,7,83,1,83,0,0,0,0,12,12,0,0,5,141795,90403,48879,292,1050,968,174,29,1491,8318,9924,37988,38935,34347,226,8083,2483,23528,217,53.6,0.6534331797235023
6632,"Hersfeld-Rotenburg, Landkreis",737,4237,3244,17448,11414,10267,50,2410,965,101,843,2398,4579,10151,7131,34,1059,209,0,0,0,0,0,0,0,145,5,73,81,410,120,69,0,15,5,0,0,0,19,50,126,10,137,1,0,0,0,5,32,0,47,0,0,0,0,7,10,1,0,1,78646,50772,26505,145,778,343,84,19,843,5153,5723,22463,21750,17626,94,3668,1326,22454,121,60.6,0.6499669421487604
6633,"Kassel, Landkreis",1345,7155,5298,29576,23325,25510,33,8037,1921,222,1608,4076,7075,15522,12611,83,2291,421,0,0,0,0,0,0,0,367,12,185,188,789,239,139,0,30,6,0,0,0,50,121,378,23,387,2,0,0,0,3,136,3,101,0,0,0,1,9,19,2,0,1,149300,102200,43909,367,1588,961,243,32,1579,8948,9563,37499,39229,38776,142,10846,2718,23479,231,50.5,0.6463203463203463
6634,Schwalm-Eder-Kreis,1048,5941,4659,24564,17237,17969,55,4895,1343,152,1306,3595,6588,13708,10690,54,1556,347,0,0,0,0,0,0,0,265,10,183,162,682,245,161,0,28,13,0,0,0,22,130,235,16,257,0,0,0,0,7,105,0,30,1,0,0,0,6,15,0,0,3,118283,77711,37996,265,1484,660,143,24,1210,7430,8416,31862,31342,29160,125,6766,1972,22858,177,55.5,0.6682655367231638
6635,"Waldeck-Frankenberg, Landkreis",1150,4948,3888,21389,15518,15050,76,3723,1738,151,1134,3126,5965,12872,9709,47,1614,321,0,0,0,0,0,0,0,216,4,130,135,599,201,97,0,19,6,0,0,0,15,100,192,13,189,0,0,0,0,4,71,1,36,1,0,0,0,4,12,1,0,0,104465,67480,34939,216,1191,509,113,17,1305,6212,7149,27972,28707,25120,137,5581,2282,23124,153,51.8,0.6827777777777778
6636,Werra-Meißner-Kreis,621,3581,2723,13517,8935,8430,30,2176,724,116,805,2048,3525,7619,5623,18,765,185,0,0,0,0,0,0,0,84,6,90,63,346,110,67,0,9,3,0,0,0,7,36,114,1,81,0,0,0,0,4,44,0,23,0,0,0,0,4,8,0,0,0,62541,40737,20704,84,694,239,71,12,743,4476,4834,17399,16712,14278,49,3054,996,21319,100,48.6,0.62541
7111,"Koblenz, kreisfreie Stadt",521,2500,2400,12451,9058,9547,69,3418,741,85,443,1492,3066,6400,7649,63,2345,161,0,0,0,0,0,0,0,135,2,52,43,202,74,67,0,20,1,0,0,0,18,77,171,8,253,0,0,0,0,2,85,0,87,0,0,0,0,1,6,0,0,1,63714,40705,21704,135,461,527,174,8,608,2995,3935,15738,15617,17519,140,6123,1039,21630,,117.3,
