landkreis,euro1,euro2,euro3,euro4,euro5,euro6,euro6dt,euro6d,sonstigeemissionsgruppen
"Darmstadt, kreisfreie Stadt",1.377530820374896,6.184553633595915,6.924515679823065,24.60305541523885,22.426857072644612,26.45978674894535,9.011973186615151,0.34131090693134186,2.670416535830819
"Frankfurt am Main, kreisfreie Stadt",1.1340160742884848,4.755285854919996,5.610426247814396,20.78402562482552,19.778427540810178,31.990184986555782,12.98020834863868,0.29591971671637846,2.671505605430582
"Offenbach am Main, kreisfreie Stadt",1.39194397029581,6.489872771745825,7.811427666426171,26.12138596089887,22.211272810459818,25.81343375508121,8.114100691572668,0.11438224787512978,1.9321801256445
"Wiesbaden, kreisfreie Stadt",0.9999878050267679,4.679211229131352,5.7609053548127465,21.789978170997916,21.230228899647567,24.510066950403044,16.34370312557164,2.35180058779771,2.334117876611261
"Bergstraße, Landkreis",1.3364860697028889,6.556206664153616,7.31811795346287,26.077470500211327,24.97344162297385,23.720343145654134,7.725917549090161,0.17420010737580388,2.117816387375347
"Darmstadt-Dieburg, Landkreis",1.2519960318091872,6.078016328999093,7.064758964238536,25.393768667207784,25.135942365741993,24.794295990960162,7.824444692014282,0.1458893681133587,2.3108875909156015
"Groß-Gerau, Landkreis",1.1254453709696677,5.722113650502397,7.234018487215418,26.562647278759812,23.05057906080924,24.172254095527755,9.54586299854842,0.6905999233364962,1.8964791343307967
Hochtaunuskreis,1.147981106020826,4.382123024221986,5.11702058305824,19.74977923440269,22.34503440387362,25.992259869259353,18.124114715138298,0.708820548684,2.4328665153409865
Main-Kinzig-Kreis,1.1844954274138257,5.9112441850105935,6.989994925804415,26.134043978944028,26.240950695087328,25.109133939396287,6.282706289291124,0.13866885644674615,2.0087617026056575
Main-Taunus-Kreis,0.9082406733866778,3.8678166891821677,4.410786656967682,18.358619972981398,19.967265925387093,25.0867712771485,24.366621635664554,0.6822196820118466,2.351657487270082
Odenwaldkreis,1.2487776726887996,6.816178002917556,8.17396322598227,26.738910886327567,25.982270242541798,23.351661563617128,5.812667318574566,0.07053429730206312,1.805036790048252
"Offenbach, Landkreis",1.3427285547400412,5.75255630384295,6.6349872708402176,24.86910141905697,24.28314119360889,26.687486328370436,7.370811827181294,0.17639310996411633,2.8827939923950834
Rheingau-Taunus-Kreis,1.1913871267658942,5.399090004031628,6.504085108483697,24.85539621026995,26.69678045730177,26.110137486732654,6.694970338739005,0.10531598910637736,2.442837278569019
Wetteraukreis,1.2592770932995574,5.750489369942741,6.849085637123029,25.777496310098293,25.904680156179673,25.390710868723243,6.918696548764275,0.16905507112874354,1.9805089447404507
"Gießen, Landkreis",1.1666429412602073,5.901802699519884,6.85103464340714,26.676847022892858,26.001967051880992,24.504031162242956,6.701564582713237,0.23164624124856031,1.9644636548341594
